Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Y_lat,X_lon
2019,IN,Decatur County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18031,39.301108529,-85.51417236
2019,IN,DeKalb County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18033,41.407559859,-84.99557964
2019,IN,Delaware County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18035,40.237422351,-85.39599882
2019,IN,Dubois County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18037,38.362890545,-86.88651172
2019,IN,Elkhart County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18039,41.604012985,-85.86584536
2019,IN,Fayette County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18041,39.634072839,-85.18469474
2019,IN,Floyd County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,293.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18043,38.313565324,-85.91225854
2019,IN,Fountain County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18045,40.131875608,-87.24969989
2019,IN,Franklin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18047,39.40862932,-85.06303064
2019,IN,Fulton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18049,41.052080006,-86.27165993
2019,IN,Gibson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18051,38.313146316,-87.59513006
2019,IN,Grant County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18053,40.531250883,-85.65656079
2019,IN,Greene County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18055,39.035873086,-86.97632376
2019,IN,Hamilton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,153.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18057,40.080217408,-86.05713376
2019,IN,Hancock County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,158,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18059,39.827300492,-85.78212007
2019,IN,Harrison County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,322.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18061,38.1924661,-86.11845248
2019,IN,Hendricks County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,125.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18063,39.777108692,-86.51976562
2019,IN,Henry County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18065,39.934967433,-85.39993534
2019,IN,Howard County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18067,40.494570429,-86.11750195
2019,IN,Huntington County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18069,40.839819228,-85.49271588
2019,IN,Jackson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18071,38.906518632,-86.04584347
2019,IN,Jasper County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18073,41.027973002,-87.11788226
2019,IN,Jay County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18075,40.451856858,-84.99855434
2019,IN,Jefferson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18077,38.785232449,-85.44726878
2019,IN,Jennings County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18079,38.997632149,-85.6371624
2019,IN,Johnson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,807.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18081,39.485157629,-86.11197582
2019,IN,Knox County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18083,38.692540002,-87.42473706
2019,IN,Kosciusko County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18085,41.249842068,-85.86726546
2019,IN,LaGrange County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18087,41.649754018,-85.42840724
2019,IN,Lake County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,225.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18089,41.422386189,-87.39075449
2019,IN,LaPorte County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18091,41.550865353,-86.74521499
2019,IN,Lawrence County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18093,38.84051407,-86.49620551
2019,IN,Madison County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18095,40.174109049,-85.72209854
2019,IN,Marion County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,148,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18097,39.784499047,-86.14963236
2019,IN,Marshall County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18099,41.331185084,-86.27074538
2019,IN,Martin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18101,38.707464843,-86.81460553
2019,IN,Miami County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18103,40.783468571,-86.0469386
2019,IN,Monroe County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18105,39.158410145,-86.53934464
2019,IN,Montgomery County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18107,40.052014007,-86.9045585
2019,IN,Morgan County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,169.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18109,39.479051339,-86.4553306
2019,IN,Newton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18111,40.96315316,-87.40061534
2019,IN,Noble County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18113,41.409292083,-85.42496685
2019,IN,Ohio County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18115,38.954367171,-84.96433143
2019,IN,Orange County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18117,38.536872979,-86.5031155
2019,IN,Owen County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18119,39.307707599,-86.85155552
2019,IN,Parke County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18121,39.778528043,-87.2169593
2019,IN,Perry County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18123,38.077904556,-86.64674721
2019,IN,Pike County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18125,38.402422406,-87.23991425
2019,IN,Porter County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18127,41.464738194,-87.07732674
2019,IN,Posey County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18129,38.023259768,-87.87723029
2019,IN,Pulaski County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18131,41.046294157,-86.70385343
2019,IN,Putnam County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18133,39.664147044,-86.85422987
2019,IN,Randolph County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18135,40.165520313,-85.00712261
2019,IN,Ripley County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18137,39.104233722,-85.27304638
2019,IN,Rush County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18139,39.614948932,-85.47563245
2019,IN,St. Joseph County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,180.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18141,41.623699386,-86.2938894
2019,IN,Scott County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18143,38.683107675,-85.7565539
2019,IN,Shelby County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,108.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18145,39.520389629,-85.80471747
2019,IN,Spencer County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18147,38.014074993,-87.0155146
2019,IN,Starke County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18149,41.284058141,-86.6528974
2019,IN,Steuben County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18151,41.647967295,-84.99202053
2019,IN,Sullivan County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18153,39.088510636,-87.42654142
2019,IN,Switzerland County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18155,38.830828101,-85.03868582
2019,IN,Tippecanoe County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,197.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18157,40.402259045,-86.90094746
2019,IN,Tipton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18159,40.319394257,-86.05326906
2019,IN,Union County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18161,39.622531212,-84.92532093
2019,IN,Vanderburgh County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18163,38.029032535,-87.59430655
2019,IN,Vermillion County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18165,39.861723235,-87.46941506
2019,IN,Vigo County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18167,39.42933064,-87.40149721
2019,IN,Wabash County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18169,40.854215752,-85.79734201
2019,IN,Warren County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18171,40.356695385,-87.36161485
2019,IN,Warrick County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18173,38.092948773,-87.2820177
2019,IN,Washington County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18175,38.597188874,-86.1135169
2019,IN,Wayne County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18177,39.87015078,-85.00892366
2019,IN,Wells County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18179,40.746742359,-85.22616297
2019,IN,White County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18181,40.759328929,-86.87025335
2019,IN,Whitley County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Male,Race/Ethnicity,Asian and Pacific Islander,T2,18183,41.146824092,-85.50931321
2019,IN,Adams County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18001,40.762354203,-84.93383731
2019,IN,Allen County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,117.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18003,41.104479791,-85.06455662
2019,IN,Bartholomew County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18005,39.200573113,-85.91172934
2019,IN,Benton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18007,40.612965443,-87.31787989
2019,IN,Blackford County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18009,40.491468126,-85.32322055
2019,IN,Boone County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,129.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18011,40.060194109,-86.4779534
2019,IN,Brown County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18013,39.190935184,-86.24181148
2019,IN,Carroll County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18015,40.592529178,-86.56562998
2019,IN,Cass County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18017,40.772848209,-86.34742089
2019,IN,Clark County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,172.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18019,38.47443331,-85.71518048
2019,IN,Clay County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18021,39.391260504,-87.13034393
2019,IN,Clinton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18023,40.310597797,-86.47845492
2019,IN,Crawford County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18025,38.288030844,-86.45594301
2019,IN,Daviess County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18027,38.703026649,-87.08118919
2019,IN,Dearborn County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,91.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18029,39.146932295,-84.97528617
2019,IN,Decatur County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18031,39.301108529,-85.51417236
2019,IN,DeKalb County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18033,41.407559859,-84.99557964
2019,IN,Delaware County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18035,40.237422351,-85.39599882
2019,IN,Dubois County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18037,38.362890545,-86.88651172
2019,IN,Elkhart County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18039,41.604012985,-85.86584536
2019,IN,Fayette County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18041,39.634072839,-85.18469474
2019,IN,Floyd County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,184.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18043,38.313565324,-85.91225854
2019,IN,Fountain County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18045,40.131875608,-87.24969989
2019,IN,Franklin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",~,Insufficient Data,Sex,Female,Race/Ethnicity,Asian and Pacific Islander,T2,18047,39.40862932,-85.06303064
